year,month,day,hour,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,PM2.5,PM10
2016,3,30,17,18,38,900,110,21.6,1008.4,-4.5,0,2.5,51,107
2016,3,30,18,13,48,700,95,19.7,1008.5,-3.9,0,2.9,39,134
2016,3,30,19,17,58,700,76,17.7,1008.7,-3.2,0,2.7,47,141
2016,3,30,20,24,72,1100,56,16.4,1009.2,-2.7,0,2.3,59,144
2016,3,30,21,23,60,1000,62,15.2,1009.3,-2.3,0,2.2,65,144
2016,3,30,22,21,71,900,46,14,1009.2,-1.6,0,1.1,61,134
2016,3,30,23,23,83,1000,34,12.7,1009.2,-0.6,0,0.4,66,141
2016,3,31,0,26,89,1100,31,10.9,1008.8,0,0,0.5,82,139
2016,3,31,1,31,89,1400,32,9.3,1008.4,1,0,1.2,103,148
2016,3,31,2,27,123,1300,4,9,1007.7,0.7,0,0.9,106,181
2016,3,31,3,28,117,1500,4,8.6,1007.1,1.5,0,1.1,112,185
2016,3,31,4,27,115,1500,4,8,1006.5,2,0,1,117,171
2016,3,31,5,24,103,1400,3,7.7,1005.9,2.6,0,1.6,123,153
2016,3,31,6,27,100,1500,3,7,1005.7,2.3,0,0.9,129,157
2016,3,31,7,37,102,1600,6,8.9,1005.9,1.5,0,1.4,125,155
2016,3,31,8,45,107,1900,8,10.8,1005.8,2.4,0,1.9,127,188
2016,3,31,9,62,104,2500,17,12.8,1005.7,3.2,0,1.6,164,242
2016,3,31,10,67,111,2600,23,14.5,1005.5,3.6,0,0.8,185,263
2016,3,31,11,65,121,2600,31,15.7,1005.1,4.4,0,0.9,206,286
2016,3,31,12,61,125,2500,45,17.9,1003.9,6.1,0,2.3,237,308
2016,3,31,13,55,114,1700,72,19.3,1002.5,6.4,0,2.5,251,296
2016,3,31,14,61,81,1400,114,20.6,1001.4,6.5,0,3,289,305
2016,3,31,15,67,66,1400,147,22.2,1000.2,5.6,0,3,263,280
2016,3,31,16,62,58,1300,157,22.6,999.7,6.4,0,3.1,188,271
2016,3,31,17,46,51,1300,146,23,999,6.3,0,3.6,187,217
2016,3,31,18,32,57,1100,126,22.6,998.7,5.9,0,1.6,147,209
2016,3,31,19,28,69,1200,106,20.3,998.7,6.2,0,0.8,142,241
2016,3,31,20,40,94,1700,81,19.3,999,6.7,0,1,202,253
2016,3,31,21,25,69,1000,79,21.1,999.4,5.8,0,4.4,97,332
2016,3,31,22,14,36,600,99,20.4,998.8,6.3,0,3.4,66,314
2016,3,31,23,13,30,500,103,19.9,998.4,6.6,0,3.6,63,255
2016,4,1,0,13,30,600,96,19.5,999.1,6.9,0,2.8,70,198
2016,4,1,1,14,33,700,85,18.6,998.8,7.4,0,1.7,81,165
2016,4,1,2,14,39,700,73,18.1,998.3,7.5,0,1.7,87,160
2016,4,1,3,13,41,700,62,17,999.3,7.6,0,0.7,84,156
2016,4,1,4,12,65,800,36,16.4,998.6,7.9,0,1.1,82,140
2016,4,1,5,12,80,800,21,15.6,999.3,7.9,0,0.7,77,147
2016,4,1,6,10,94,900,7,13.8,1000.2,7.8,0,1.2,85,151
2016,4,1,7,12,98,900,5,14.8,1001.6,8.5,0,0.9,96,178
2016,4,1,8,14,64,800,26,17.7,1002.6,2.4,0,5.1,22,205
2016,4,1,9,4,15,300,63,18.1,1003.7,-0.2,0,5.5,35,418
2016,4,1,10,2,12,300,73,18.4,1004.3,-0.5,0,5.9,26,192
2016,4,1,11,2,11,300,78,18.7,1005.1,-0.7,0,5.2,19,125
2016,4,1,12,2,11,300,80,19.2,1005.2,-1.3,0,4.7,12,73
2016,4,1,13,2,10,300,86,19.8,1005.5,-2,0,5.3,19,48
2016,4,1,14,2,12,300,89,20.6,1005.1,-3.2,0,4.8,19,43
2016,4,1,15,2,12,300,89,20.7,1005.3,-3.1,0,5.4,12,43
2016,4,1,16,2,14,300,88,20.8,1005.7,-3.7,0,3.9,6,36
2016,4,1,17,2,16,300,86,19.8,1005.8,-3.2,0,4.8,4,27
2016,4,1,18,2,22,300,77,18.9,1006.6,-2.7,0,3.7,13,35
2016,4,1,19,2,22,300,71,18.2,1008,-3.3,0,2.2,8,38
2016,4,1,20,2,26,300,65,16.7,1009.3,-4,0,3.8,7,19
2016,4,1,21,2,27,300,59,14.8,1010.7,-4,0,3.3,8,38
2016,4,1,22,2,25,300,58,14.1,1010.8,-4.2,0,3.7,12,25
2016,4,1,23,2,24,300,59,13.7,1011.5,-4.5,0,3,8,17
2016,4,2,0,2,28,300,55,13.4,1012.5,-4.8,0,2.8,3,19
2016,4,2,1,2,25,300,57,13.3,1012.7,-3.9,0,2.9,7,19
2016,4,2,2,2,23,300,56,13.3,1013.6,-4.9,0,2.6,3,14
2016,4,2,3,2,17,100,61,13.2,1014.1,-4.9,0,3.1,5,9
2016,4,2,4,2,17,100,56,12.9,1015.4,-4.7,0,1.6,3,17
2016,4,2,5,2,17,100,60,12.7,1015.8,-3.6,0,2.5,3,9
2016,4,2,6,2,15,100,63,12.3,1015.7,-1.6,0,1.5,4,34
2016,4,2,7,2,21,200,58,12,1016.3,-1.2,0,1,7,24
2016,4,2,8,2,28,200,55,13.6,1016.9,-2,0,1.6,10,16
2016,4,2,9,2,17,200,68,14.6,1017,-5.2,0,2.5,10,10
2016,4,2,10,3,14,200,73,15.6,1017.2,-5.5,0,2.4,8,14
2016,4,2,11,3,14,200,76,16.3,1016.7,-6.1,0,3.2,10,10
2016,4,2,12,4,14,200,82,17.4,1016.1,-6.5,0,3.1,10,15
2016,4,2,13,3,13,200,87,17.5,1015.8,-8.6,0,4.6,3,21
2016,4,2,14,2,12,200,90,18.6,1014.8,-10.4,0,3.7,15,15
2016,4,2,15,2,13,200,91,18.4,1014.3,-11.6,0,5.4,12,20
2016,4,2,16,2,14,100,86,17.5,1014.3,-12.3,0,5.5,5,33
2016,4,2,17,2,15,200,82,17.2,1015.1,-11.5,0,3.4,11,29
2016,4,2,18,2,18,200,77,16.7,1015.8,-11.9,0,4,12,26
2016,4,2,19,2,20,200,72,16.1,1016.6,-15.6,0,3.2,6,19
2016,4,2,20,2,17,200,72,15.5,1017.6,-16.1,0,2.9,10,47
2016,4,2,21,2,19,200,69,14.9,1018.7,-15.4,0,2.6,9,43
2016,4,2,22,2,23,200,63,14.5,1019.3,-14.6,0,2.1,10,35
2016,4,2,23,2,19,100,67,13.9,1019.9,-15.1,0,1.4,7,22
2016,4,3,0,2,20,100,64,13.6,1020.1,-15.3,0,2.2,4,26
2016,4,3,1,2,18,100,66,13.3,1020.2,-15.6,0,2.7,8,22
2016,4,3,2,2,18,100,64,12.5,1020,-14.3,0,1.8,6,24
2016,4,3,3,2,21,100,60,11.6,1019.7,-13.4,0,1.6,9,30
2016,4,3,4,2,21,100,58,10.7,1019.8,-12,0,0.9,8,29
2016,4,3,5,2,37,200,41,10,1020.1,-12,0,0.9,12,41
2016,4,3,6,2,52,300,25,8.6,1020.4,-9.9,0,0.8,15,46
2016,4,3,7,2,49,200,29,8.9,1021.1,-9.6,0,0,7,41
2016,4,3,8,2,35,200,45,12.9,1021.1,-14,0,1.2,11,48
2016,4,3,9,2,35,200,49,14.6,1021,-13.6,0,2.3,10,23
2016,4,3,10,2,21,200,70,15.6,1020.4,-13.8,0,1.8,3,19
2016,4,3,11,2,19,200,78,16.3,1019.5,-14.3,0,2.2,3,12
2016,4,3,12,2,18,200,80,17,1017.9,-14.9,0,2.4,3,5
2016,4,3,13,2,16,200,84,17.9,1016.6,-14.2,0,1.7,5,10
2016,4,3,14,2,18,200,87,18.8,1015.3,-14.8,0,1.3,17,19
2016,4,3,15,3,21,200,103,18.7,1014.2,-12.4,0,3,20,41
2016,4,3,16,3,23,200,100,18.6,1013.5,-10.4,0,3.7,16,59
2016,4,3,17,2,24,200,93,17.6,1012.7,-10.3,0,2.8,22,51
2016,4,3,18,2,26,300,94,16.9,1012.8,-9.1,0,4.2,23,64
2016,4,3,19,3,28,300,94,16.2,1012.7,-7.5,0,4.1,26,75
2016,4,3,20,3,34,300,89,16,1013.2,-6.4,0,3.5,31,76
2016,4,3,21,4,39,400,81,15.4,1013.1,-5.1,0,3.1,33,79
2016,4,3,22,6,43,400,72,15,1012.6,-3.4,0,3,33,80
2016,4,3,23,8,44,400,64,14.4,1012,-2.1,0,3.3,40,89
2016,4,4,0,8,44,400,59,13.6,1011.7,-1.6,0,2.5,42,83
2016,4,4,1,9,40,500,64,13.4,1011.3,-0.3,0,3,44,80
2016,4,4,2,11,40,400,60,12.6,1010.7,0,0,1.7,48,70
2016,4,4,3,10,43,400,53,11.8,1010.6,-0.1,0,1.6,50,74
2016,4,4,4,10,49,400,41,9.8,1010.5,0.1,0,0.7,56,76
2016,4,4,5,10,58,500,33,8,1010.4,0.7,0,0.4,58,77
2016,4,4,6,8,68,500,21,7.6,1010.3,-0.4,0,1.6,59,79
2016,4,4,7,7,91,600,5,8.2,1010.6,-0.8,0,0.9,60,111
2016,4,4,8,9,90,700,8,11.2,1010.8,-0.6,0,0.7,65,151
2016,4,4,9,11,90,700,13,13.4,1011,0.1,0,0.9,69,143
2016,4,4,10,10,88,600,24,14.9,1010.5,-0.1,0,1,71,140
2016,4,4,11,10,97,700,31,16.5,1009.7,-0.7,0,1.8,80,138
2016,4,4,12,11,88,700,51,18.1,1008.4,1.1,0,2,84,137
2016,4,4,13,17,47,600,101,19.3,1007.2,1.3,0,2.8,87,114
2016,4,4,14,21,29,500,129,20,1006.1,1.4,0,1.9,87,87
2016,4,4,15,19,27,500,135,20.9,1005.1,0.7,0,3.1,87,87
2016,4,4,16,18,27,400,139,21.1,1004.4,0.8,0,3.8,72,75
2016,4,4,17,21,30,500,137,20.6,1004.5,1.4,0,4.5,83,95
2016,4,4,18,18,32,500,132,19.8,1004.9,1.2,0,3.9,84,95
2016,4,4,19,17,35,500,121,18.9,1005,1.8,0,3,78,101
2016,4,4,20,18,40,600,109,18.6,1005.5,2,0,4.4,81,110
2016,4,4,21,19,48,700,96,18.1,1005.9,2.8,0,3.4,88,122
2016,4,4,22,22,59,700,83,17.6,1006.2,3.8,0,3.8,99,141
2016,4,4,23,24,46,800,91,17.4,1006,5,0,4.4,119,133
2016,4,5,0,26,51,900,74,16.3,1006.2,5.3,0,2.7,131,141
2016,4,5,1,25,53,1100,61,15.6,1006.6,5.8,0,2.4,148,148
2016,4,5,2,23,58,1100,49,14.3,1006.8,5.6,0,1,142,142
2016,4,5,3,17,72,1100,31,11.9,1007.2,4.8,0,1.1,142,142
2016,4,5,4,13,99,1000,9,9.6,1007.3,4.4,0,1.1,122,126
2016,4,5,5,8,102,1000,4,8.6,1007.8,4,0,0.1,129,133
2016,4,5,6,8,106,1100,4,7.9,1008.6,4.1,0,0.7,125,139
2016,4,5,7,10,105,1100,6,10.3,1009.4,3.6,0,1.2,132,159
2016,4,5,8,18,89,900,18,13.3,1010,3.1,0,2,99,131
2016,4,5,9,20,74,900,37,15.7,1010.2,4.4,0,2.8,114,163
2016,4,5,10,24,65,900,65,17.1,1010.3,5.7,0,3.1,154,176
2016,4,5,11,32,57,1100,92,18.4,1010.1,5.9,0,3.9,NA,NA
2016,4,5,12,32,40,1000,125,18.8,1009,5.9,0,3.5,200,200
2016,4,5,13,29,37,1000,142,20.3,1008,6.2,0,3.4,227,227
2016,4,5,14,26,35,1000,162,20.2,1007.1,5.8,0,5.5,250,250
2016,4,5,15,25,32,900,165,21.1,1006.1,5.8,0,2.7,207,207
2016,4,5,16,29,40,1000,165,21.6,1005.3,6.3,0,2.9,205,205
2016,4,5,17,31,55,1100,123,18.7,1006.1,5.2,0,5,281,281
2016,4,5,18,25,52,1000,116,17.3,1006.5,3.6,0,4.8,68,163
2016,4,5,19,19,40,700,118,16,1007.1,1.3,0,4.4,25,136
2016,4,5,20,16,36,600,103,15.3,1008.3,-0.1,0,2.6,52,106
2016,4,5,21,14,37,700,83,14.3,1009.3,-1.8,0,1.8,48,68
2016,4,5,22,19,41,900,70,13.7,1009.7,-5,0,3.4,54,80
2016,4,5,23,27,45,1100,55,13.2,1009.8,-7,0,3.5,38,53
2016,4,6,0,26,47,1300,49,12.5,1009.9,-6.5,0,2.8,33,57
2016,4,6,1,28,49,1400,54,12,1009.6,-5.5,0,0.8,45,72
2016,4,6,2,33,58,1500,41,10.4,1009.1,-5.2,0,0.5,49,60
2016,4,6,3,34,70,1800,27,10.5,1008.6,-4.3,0,1.2,54,70
2016,4,6,4,49,66,2100,40,10.8,1007.9,-3.7,0,1.3,65,94
2016,4,6,5,52,62,2200,51,8.8,1007.4,-1.9,0,0.1,77,101
2016,4,6,6,51,61,2200,54,8.4,1007.5,-1.4,0,0.8,82,107
2016,4,6,7,50,80,2300,38,9.4,1007.7,0.8,0,0.4,87,107
2016,4,6,8,59,91,2500,32,11.4,1007.7,-1.1,0,1.1,101,138
2016,4,6,9,64,101,2700,23,12.1,1007.6,-0.1,0,1.5,102,123
2016,4,6,10,68,96,2800,30,13.7,1007.1,2,0,1.3,104,169
2016,4,6,11,62,105,2800,29,15.1,1006.7,3.6,0,1.5,NA,NA
2016,4,6,12,54,102,2600,46,17.1,1005.4,5.4,0,1.1,NA,166
2016,4,6,13,45,92,2200,73,17.7,1004.1,5.9,0,2,169,189
2016,4,6,14,37,76,1900,97,18.2,1002.8,7.6,0,2.1,211,211
2016,4,6,15,27,52,1500,116,18.7,1001.6,8.9,0,2.5,216,216
2016,4,6,16,23,48,1400,114,19.1,1000.8,10.1,0,2.8,207,207
2016,4,6,17,21,51,1300,112,19.3,999.9,10.8,0,2.2,194,194
2016,4,6,18,20,54,1300,102,19.2,1001.1,10.7,0,1.5,188,188
2016,4,6,19,21,58,1400,94,18.6,1001.1,10.4,0,1.5,216,216
2016,4,6,20,23,62,1400,82,17.6,1002.7,10,0,1.3,216,216
2016,4,6,21,19,90,1800,41,16.3,1003.1,9,0,0.5,235,235
2016,4,6,22,15,111,2000,18,15.6,1003.5,8.8,0,0.8,236,236
2016,4,6,23,16,135,2300,4,14.3,1003.4,8.9,0,0.7,237,237
2016,4,7,0,14,133,2400,3,13.1,1003.3,8.8,0,0.8,237,237
2016,4,7,1,12,132,2600,4,12,1003.1,8.8,0,0.7,243,243
2016,4,7,2,9,123,2600,4,11.4,1003.3,8.6,0,0.2,240,240
2016,4,7,3,8,131,2700,5,10.5,1003.5,8.3,0,0.8,255,261
2016,4,7,4,8,135,2700,5,10.1,1004.2,7.9,0,0.5,290,290
2016,4,7,5,7,129,2700,5,10.5,1004.8,8.1,0,1.2,269,269
2016,4,7,6,7,133,2800,5,10.3,1005.5,8.2,0,1,261,261
2016,4,7,7,13,117,2300,4,11.1,1006.5,7,0,1,189,231
2016,4,7,8,8,66,700,20,17.8,1007.4,-5.5,0,3.5,74,223
2016,4,7,9,5,26,300,57,19.1,1008.1,-6.6,0,4.2,30,201
2016,4,7,10,5,17,300,72,20.2,1008.7,-4.9,0,2.9,26,142
2016,4,7,11,4,17,200,77,21,1008.7,-6.7,0,2.8,21,115
2016,4,7,12,3,16,200,83,21.9,1008.3,-5.9,0,2.9,22,87
2016,4,7,13,2,14,200,88,23,1008,-6,0,4.5,16,81
2016,4,7,14,2,12,100,92,23.5,1007.4,-6.5,0,3.7,12,78
2016,4,7,15,2,12,100,93,23.6,1006.6,-6.5,0,5,13,117
2016,4,7,16,2,14,200,96,23.4,1006.5,-7.7,0,5.9,10,118
2016,4,7,17,2,18,200,92,23.1,1006.5,-7.9,0,5.4,8,74
2016,4,7,18,2,22,200,87,22.2,1006.9,-8.6,0,4.9,11,58
2016,4,7,19,2,28,200,78,21.4,1008.2,-9.2,0,3.2,11,44
2016,4,7,20,2,36,200,66,20.5,1009.6,-9.9,0,3.3,16,46
2016,4,7,21,2,35,200,62,19.5,1010.8,-10.7,0,2,14,48
2016,4,7,22,2,32,200,64,18.4,1012,-13.8,0,1.8,10,47
2016,4,7,23,2,22,200,76,16.7,1012.4,-16.4,0,3,13,30
2016,4,8,0,2,24,100,71,15.5,1013.7,-20.3,0,3.4,14,37
2016,4,8,1,2,22,200,70,14.7,1013.8,-19.3,0,3.5,9,34
2016,4,8,2,2,18,100,70,12.2,1013.8,-19.8,0,1.4,6,20
2016,4,8,3,2,20,200,66,11.3,1013.9,-18.2,0,1.5,7,19
2016,4,8,4,2,32,200,40,12.2,1013.4,-18.6,0,1.5,9,24
2016,4,8,5,2,34,300,43,12.9,1012.9,-19.3,0,3,8,17
2016,4,8,6,2,45,300,42,13.2,1013,-19.1,0,2.4,14,19
2016,4,8,7,2,68,400,21,13.7,1013.4,-17.5,0,1.8,12,28
2016,4,8,8,2,70,500,21,15.8,1013.2,-15.8,0,1.2,13,42
2016,4,8,9,2,43,400,55,17.9,1012.8,-13,0,2.4,9,33
2016,4,8,10,2,27,300,74,19.6,1012.5,-12.9,0,2.8,8,34
2016,4,8,11,2,19,200,87,20.8,1011.8,-8.7,0,3.3,8,38
2016,4,8,12,2,22,300,91,21.3,1010.5,-11.6,0,4.3,14,39
2016,4,8,13,2,20,200,98,22.1,1009,-12.3,0,4.1,17,50
2016,4,8,14,2,18,200,101,22.8,1007.7,-10.5,0,5.5,17,64
2016,4,8,15,2,18,300,103,23.2,1006.3,-11.5,0,5.2,20,69
2016,4,8,16,3,22,300,103,23.6,1005.1,-9.8,0,5.1,22,81
2016,4,8,17,4,27,300,101,23.3,1004.2,-8.9,0,5.2,25,119
2016,4,8,18,4,27,300,98,22.6,1003.9,-8.3,0,4.5,27,147
2016,4,8,19,4,38,400,87,22,1003.9,-7.7,0,4.6,20,120
2016,4,8,20,8,41,400,83,21.2,1004.9,-4.1,0,5.9,40,173
2016,4,8,21,14,53,500,77,20.1,1005.3,-1.7,0,4.4,83,190
2016,4,8,22,19,61,600,63,19.2,1005.3,-0.8,0,4.2,63,183
2016,4,8,23,21,61,600,53,18.3,1005,-0.5,0,3,57,186
2016,4,9,0,21,62,600,45,17.3,1004.9,0,0,2.6,58,174
2016,4,9,1,21,74,700,28,16.3,1005,0.4,0,1.2,58,171
2016,4,9,2,18,79,700,19,15.1,1004.7,0.5,0,1.6,52,156
2016,4,9,3,15,88,800,6,12,1004.4,1,0,0.5,59,145
2016,4,9,4,12,90,900,2,9.8,1004.1,1.7,0,0.7,62,144
2016,4,9,5,9,85,900,3,9.4,1004.2,2,0,0.9,77,150
2016,4,9,6,7,83,1000,3,8.2,1004.4,2.2,0,0.8,56,144
2016,4,9,7,9,89,1200,4,11.9,1004.9,0.9,0,1,70,163
2016,4,9,8,19,116,1300,6,15.1,1005.5,0.9,0,1.1,90,208
2016,4,9,9,23,120,1100,13,18.1,1005.9,1.1,0,1.2,92,219
2016,4,9,10,20,124,1100,25,22.4,1005.8,-1,0,1.4,95,224
2016,4,9,11,16,101,900,43,24,1005.7,-2.6,0,2.5,149,174
2016,4,9,12,13,69,600,74,24.9,1004.9,-2.7,0,2.3,65,127
2016,4,9,13,20,53,800,111,23,1004.6,6.3,0,5.7,106,232
2016,4,9,14,22,44,1100,96,21.7,1004.4,4.3,0,4.3,197,464
2016,4,9,15,17,30,800,107,20.7,1003.8,2,0,4.8,153,475
2016,4,9,16,13,28,700,109,18.7,1004.2,-0.2,0,3.8,144,525
2016,4,9,17,10,24,600,104,17.4,1005,-1.3,0,2.5,108,419
2016,4,9,18,9,27,600,102,15.8,1005.5,-2.2,0,3.1,100,381
2016,4,9,19,7,30,600,88,14,1006.8,-3.8,0,2.1,72,312
2016,4,9,20,6,26,500,87,13,1008,-3.8,0,2.7,56,286
2016,4,9,21,6,31,500,74,12.3,1009.1,-3.9,0,2.1,52,267
2016,4,9,22,6,31,500,68,11.8,1010.2,-4.8,0,2.1,38,235
2016,4,9,23,10,35,700,60,11.2,1010.9,-9.8,0,1.7,34,206
2016,4,10,0,15,34,800,59,10.3,1011.6,-11.1,0,1.8,48,169
2016,4,10,1,17,35,800,54,10,1011.9,-10.8,0,1.3,40,160
2016,4,10,2,21,36,900,49,9.5,1011.7,-10.1,0,1.2,36,154
2016,4,10,3,22,37,900,49,7.6,1011.9,-7.7,0,0.5,34,146
2016,4,10,4,20,34,900,41,6.6,1011.9,-6.4,0,0,41,148
2016,4,10,5,20,55,1100,26,5.9,1011.8,-5.4,0,0.1,38,144
2016,4,10,6,20,78,1200,11,5.2,1012.1,-4.1,0,0.2,35,150
2016,4,10,7,20,80,1200,10,8,1012.8,-3.8,0,1.1,41,157
2016,4,10,8,20,71,1100,21,12,1013.2,-5.5,0,0.9,42,183
2016,4,10,9,15,73,1000,21,13.6,1013.7,-7.2,0,0.9,42,195
2016,4,10,10,15,61,1000,40,15.2,1013.9,-5.8,0,1.2,49,215
2016,4,10,11,17,61,1000,53,16.4,1013.7,-8,0,2.2,53,232
2016,4,10,12,16,52,900,73,17.2,1013.3,-7.4,0,2.3,59,228
2016,4,10,13,16,56,900,75,18.1,1012.6,-7.4,0,2.3,63,225
2016,4,10,14,16,48,800,94,18.8,1012.2,-6.8,0,2.5,64,225
2016,4,10,15,14,38,800,108,19,1011.9,-6.6,0,2.7,65,202
2016,4,10,16,14,36,800,121,18.8,1011.8,-6.1,0,2.3,69,206
2016,4,10,17,19,39,1000,110,18.5,1012,-6.3,0,2.9,65,184
2016,4,10,18,23,44,1300,105,17.4,1012.4,-7.9,0,3.1,68,174
2016,4,10,19,10,42,700,83,15.4,1013.7,-7.5,0,2.5,50,259
2016,4,10,20,8,39,500,74,13.5,1015.7,-11.9,0,5,39,238
2016,4,10,21,10,37,500,72,11,1017.5,-5.9,0,2.3,31,160
2016,4,10,22,9,49,500,54,10.4,1018.7,-6.9,0,2.5,44,179
2016,4,10,23,7,34,400,68,9.7,1019.3,-5.1,0,2.5,25,124
2016,4,11,0,6,33,500,65,9,1019.6,-4.2,0,1.4,25,107
2016,4,11,1,6,31,500,64,7.7,1019.3,-3.8,0,1.1,23,96
2016,4,11,2,8,36,600,55,6.5,1018.7,-2.9,0,1.2,29,94
2016,4,11,3,8,29,600,62,6,1018.5,-2.4,0,1,26,82
2016,4,11,4,7,31,600,58,5.2,1018.3,-2.9,0,1.3,21,71
2016,4,11,5,8,70,700,20,6.9,1018.1,-5.1,0,2,32,94
2016,4,11,6,6,84,600,4,6.6,1018.2,-6.4,0,2,30,97
2016,4,11,7,6,73,500,12,7.5,1018.4,-5.9,0,1.5,29,93
2016,4,11,8,9,72,700,16,8.8,1018.5,-5.1,0,2.1,35,116
2016,4,11,9,9,49,600,47,9.8,1018,-5,0,2.5,37,98
2016,4,11,10,7,35,500,65,10.7,1017.5,-6.6,0,2.8,34,86
2016,4,11,11,6,27,500,78,11.3,1016.4,-7.1,0,2.8,32,78
2016,4,11,12,6,25,500,86,12.2,1014.8,-7.3,0,3.1,36,73
2016,4,11,13,5,27,400,89,13.3,1013,-6.9,0,3.5,29,76
2016,4,11,14,6,30,500,92,14.2,1011.5,-6.7,0,3.6,35,77
2016,4,11,15,7,34,500,91,14.7,1009.7,-5.2,0,3.1,44,87
2016,4,11,16,10,39,600,88,14.8,1008.4,-5.1,0,3,50,98
2016,4,11,17,13,49,700,85,14.5,1007.5,-5.3,0,3.3,56,113
2016,4,11,18,12,51,600,82,12.9,1007.3,-4.7,0,3.8,53,121
2016,4,11,19,10,52,600,68,11.6,1007.5,-3.4,0,3.1,46,121
2016,4,11,20,12,59,600,53,10.7,1008.1,-2,0,3.8,47,108
2016,4,11,21,11,62,600,44,10.2,1009.5,-1.5,0,2.3,44,103
2016,4,11,22,10,68,600,34,9.8,1009.3,-1.3,0,2,52,96
2016,4,11,23,11,72,700,28,9.5,1008.7,-0.4,0,1.5,52,100
2016,4,12,0,11,77,600,21,9.3,1008.2,0.7,0,1.2,54,98
2016,4,12,1,10,89,700,7,9.3,1007.4,1,0,0.9,58,101
2016,4,12,2,12,94,700,2,9.5,1005.4,1.4,0,2.3,62,102
2016,4,12,3,6,80,700,4,7.9,1005.5,3.9,0,1.2,67,122
2016,4,12,4,4,78,800,3,7.4,1005.1,4.9,0.1,1.5,65,66
2016,4,12,5,4,72,800,3,7.2,1004.5,4.3,0,1.4,64,64
2016,4,12,6,5,75,800,3,6.3,1004,3.8,0,1.4,58,59
2016,4,12,7,6,68,900,7,6.9,1004.5,3.9,0,1.5,56,68
2016,4,12,8,12,57,900,21,8.3,1004.8,1.9,0,1.9,70,70
2016,4,12,9,8,65,800,13,7.2,1005.5,4.5,1.6,1.4,74,91
2016,4,12,10,9,52,800,26,8.2,1005.1,4.4,0.1,0.9,81,81
2016,4,12,11,13,42,800,44,9.8,1004.7,4,0,1.4,82,82
2016,4,12,12,14,50,800,50,10.9,1003.7,5.2,0,1.7,96,96
2016,4,12,13,12,47,800,63,12.6,1002.7,6,0,1.3,94,94
2016,4,12,14,11,47,800,75,15.3,1001.9,6.6,0,1,96,96
2016,4,12,15,8,50,700,83,17.5,1000.7,5.7,0,1.7,88,88
2016,4,12,16,7,48,700,89,17.8,1001.3,5.7,0,2.7,75,75
2016,4,12,17,7,57,700,85,17.7,1000.9,5.9,0,3.3,81,81
2016,4,12,18,6,58,700,84,17,1000.7,5.6,0,2.5,85,85
2016,4,12,19,5,62,700,77,15.9,1001.1,6,0,1.3,84,84
2016,4,12,20,5,76,700,55,14.7,1002,6,0,0.9,74,74
2016,4,12,21,5,76,800,51,14.4,1002.6,5.7,0,1.1,71,73
2016,4,12,22,6,77,900,50,14.4,1002.8,5.5,0,1.2,80,85
2016,4,12,23,7,75,900,46,12.7,1002.5,5.8,0,1.2,88,88
2016,4,13,0,6,85,1000,31,11.8,1002.6,6.3,0,1.6,94,94
2016,4,13,1,6,116,1100,6,11.6,1002,6.1,0,1.6,105,114
2016,4,13,2,6,117,1100,2,11.3,1001.4,6.2,0,1.1,115,128
2016,4,13,3,5,112,1100,2,8.9,1001.1,6.3,0,1.4,118,132
2016,4,13,4,4,104,1200,2,8,1000.7,6.5,0,0.8,119,131
2016,4,13,5,3,97,1300,2,7.8,1000.9,6.6,0,0.7,128,138
2016,4,13,6,3,94,1500,2,7.9,1000.6,7,0,1.1,178,178
2016,4,13,7,4,90,1900,4,8.9,1000.8,7.8,0,1,189,189
2016,4,13,8,6,104,2300,4,10.9,1000.7,8.6,0,0.8,230,233
2016,4,13,9,12,120,2100,7,12.5,1000.3,8.4,0,1.2,225,241
2016,4,13,10,14,133,2200,13,14.2,1000.4,8.6,0,1.3,268,276
2016,4,13,11,16,145,2100,24,16.2,999.5,8.7,0,1.6,262,262
2016,4,13,12,20,163,2300,40,18.4,998.7,8.9,0,1.2,296,296
2016,4,13,13,20,152,2000,71,21,997.9,7.9,0,2.2,291,291
2016,4,13,14,20,120,1700,104,23.5,996.9,7.1,0,2.2,262,262
2016,4,13,15,14,81,1100,122,25.3,996.5,1.4,0,2.6,181,181
2016,4,13,16,8,58,800,125,26.3,996.8,-6.5,0,3.8,116,126
2016,4,13,17,2,23,300,103,25.4,997.5,-7.2,0,5,39,63
2016,4,13,18,2,25,300,94,24.8,998.3,-7.7,0,3.6,30,51
2016,4,13,19,2,31,300,83,23.3,999.7,-8.9,0,3.1,32,55
2016,4,13,20,2,30,300,80,22.6,1001.5,-8.3,0,2.5,22,61
2016,4,13,21,2,43,300,64,21.8,1003,-8.9,0,3,18,68
2016,4,13,22,2,37,300,69,21.2,1004.1,-9.4,0,2.8,30,82
2016,4,13,23,2,26,200,80,19.9,1004.8,-8.4,0,1.4,18,100
2016,4,14,0,2,39,300,63,14.9,1005.7,-4,0,1.3,33,92
2016,4,14,1,2,53,400,43,17.6,1005.9,-7.8,0,2,22,103
2016,4,14,2,2,36,200,58,15.6,1006.6,-8.7,0,1.5,38,131
2016,4,14,3,2,43,200,50,17.2,1007.4,-8.1,0,3.6,62,208
2016,4,14,4,2,25,200,69,16.5,1008,-5.9,0,1.8,53,210
